state_po,county_name,candidate,party,candidatevotes,totalvotes
UT,BOX ELDER,DONALD J TRUMP,REPUBLICAN,0,27023
UT,BOX ELDER,DONALD J TRUMP,REPUBLICAN,0,27023
UT,BOX ELDER,DONALD J TRUMP,REPUBLICAN,21548,27023
UT,CACHE,JOSEPH R BIDEN JR,DEMOCRAT,0,58358
UT,CACHE,JOSEPH R BIDEN JR,DEMOCRAT,0,58358
UT,CACHE,JOSEPH R BIDEN JR,DEMOCRAT,0,58358
UT,CACHE,JOSEPH R BIDEN JR,DEMOCRAT,16650,58358
UT,CACHE,OTHER,GREEN,0,58358
UT,CACHE,OTHER,GREEN,0,58358
UT,CACHE,OTHER,GREEN,0,58358
UT,CACHE,OTHER,GREEN,217,58358
UT,CACHE,JO JORGENSEN,LIBERTARIAN,0,58358
UT,CACHE,JO JORGENSEN,LIBERTARIAN,0,58358
UT,CACHE,JO JORGENSEN,LIBERTARIAN,0,58358
UT,CACHE,JO JORGENSEN,LIBERTARIAN,1796,58358
UT,CACHE,OTHER,OTHER,0,58358
UT,CACHE,OTHER,OTHER,0,58358
UT,CACHE,OTHER,OTHER,0,58358
UT,CACHE,OTHER,OTHER,1663,58358
UT,CACHE,DONALD J TRUMP,REPUBLICAN,0,58358
UT,CACHE,DONALD J TRUMP,REPUBLICAN,0,58358
UT,CACHE,DONALD J TRUMP,REPUBLICAN,0,58358
UT,CACHE,DONALD J TRUMP,REPUBLICAN,38032,58358
UT,CARBON,JOSEPH R BIDEN JR,DEMOCRAT,0,9369
UT,CARBON,JOSEPH R BIDEN JR,DEMOCRAT,0,9369
UT,CARBON,JOSEPH R BIDEN JR,DEMOCRAT,0,9369
UT,CARBON,JOSEPH R BIDEN JR,DEMOCRAT,2392,9369
UT,CARBON,OTHER,GREEN,0,9369
UT,CARBON,OTHER,GREEN,0,9369
UT,CARBON,OTHER,GREEN,0,9369
UT,CARBON,OTHER,GREEN,18,9369
UT,CARBON,JO JORGENSEN,LIBERTARIAN,0,9369
UT,CARBON,JO JORGENSEN,LIBERTARIAN,0,9369
UT,CARBON,JO JORGENSEN,LIBERTARIAN,0,9369
UT,CARBON,JO JORGENSEN,LIBERTARIAN,151,9369
UT,CARBON,OTHER,OTHER,0,9369
UT,CARBON,OTHER,OTHER,0,9369
UT,CARBON,OTHER,OTHER,0,9369
UT,CARBON,OTHER,OTHER,115,9369
UT,CARBON,DONALD J TRUMP,REPUBLICAN,0,9369
UT,CARBON,DONALD J TRUMP,REPUBLICAN,0,9369
UT,CARBON,DONALD J TRUMP,REPUBLICAN,0,9369
UT,CARBON,DONALD J TRUMP,REPUBLICAN,6693,9369
UT,DAGGETT,JOSEPH R BIDEN JR,DEMOCRAT,0,619
UT,DAGGETT,JOSEPH R BIDEN JR,DEMOCRAT,0,619
UT,DAGGETT,JOSEPH R BIDEN JR,DEMOCRAT,0,619
UT,DAGGETT,JOSEPH R BIDEN JR,DEMOCRAT,111,619
UT,DAGGETT,OTHER,GREEN,0,619
UT,DAGGETT,OTHER,GREEN,0,619
UT,DAGGETT,OTHER,GREEN,0,619
UT,DAGGETT,OTHER,GREEN,0,619
UT,DAGGETT,JO JORGENSEN,LIBERTARIAN,0,619
UT,DAGGETT,JO JORGENSEN,LIBERTARIAN,0,619
UT,DAGGETT,JO JORGENSEN,LIBERTARIAN,0,619
UT,DAGGETT,JO JORGENSEN,LIBERTARIAN,7,619
UT,DAGGETT,OTHER,OTHER,0,619
UT,DAGGETT,OTHER,OTHER,0,619
UT,DAGGETT,OTHER,OTHER,0,619
UT,DAGGETT,OTHER,OTHER,5,619
UT,DAGGETT,DONALD J TRUMP,REPUBLICAN,0,619
UT,DAGGETT,DONALD J TRUMP,REPUBLICAN,0,619
UT,DAGGETT,DONALD J TRUMP,REPUBLICAN,0,619
UT,DAGGETT,DONALD J TRUMP,REPUBLICAN,496,619
UT,DAVIS,JOSEPH R BIDEN JR,DEMOCRAT,0,169814
UT,DAVIS,JOSEPH R BIDEN JR,DEMOCRAT,0,169814
UT,DAVIS,JOSEPH R BIDEN JR,DEMOCRAT,0,169814
UT,DAVIS,JOSEPH R BIDEN JR,DEMOCRAT,57411,169814
UT,DAVIS,OTHER,GREEN,0,169814
UT,DAVIS,OTHER,GREEN,0,169814
UT,DAVIS,OTHER,GREEN,0,169814
UT,DAVIS,OTHER,GREEN,597,169814
UT,DAVIS,JO JORGENSEN,LIBERTARIAN,0,169814
UT,DAVIS,JO JORGENSEN,LIBERTARIAN,0,169814
UT,DAVIS,JO JORGENSEN,LIBERTARIAN,0,169814
UT,DAVIS,JO JORGENSEN,LIBERTARIAN,5004,169814
UT,DAVIS,OTHER,OTHER,0,169814
UT,DAVIS,OTHER,OTHER,0,169814
UT,DAVIS,OTHER,OTHER,0,169814
UT,DAVIS,OTHER,OTHER,2667,169814
UT,DAVIS,DONALD J TRUMP,REPUBLICAN,0,169814
UT,DAVIS,DONALD J TRUMP,REPUBLICAN,0,169814
UT,DAVIS,DONALD J TRUMP,REPUBLICAN,0,169814
UT,DAVIS,DONALD J TRUMP,REPUBLICAN,104135,169814
UT,DUCHESNE,JOSEPH R BIDEN JR,DEMOCRAT,0,8561
UT,DUCHESNE,JOSEPH R BIDEN JR,DEMOCRAT,0,8561
UT,DUCHESNE,JOSEPH R BIDEN JR,DEMOCRAT,0,8561
UT,DUCHESNE,JOSEPH R BIDEN JR,DEMOCRAT,843,8561
UT,DUCHESNE,OTHER,GREEN,0,8561
UT,DUCHESNE,OTHER,GREEN,0,8561
UT,DUCHESNE,OTHER,GREEN,0,8561
UT,DUCHESNE,OTHER,GREEN,9,8561
UT,DUCHESNE,JO JORGENSEN,LIBERTARIAN,0,8561
UT,DUCHESNE,JO JORGENSEN,LIBERTARIAN,0,8561
UT,DUCHESNE,JO JORGENSEN,LIBERTARIAN,0,8561
UT,DUCHESNE,JO JORGENSEN,LIBERTARIAN,107,8561
UT,DUCHESNE,OTHER,OTHER,0,8561
UT,DUCHESNE,OTHER,OTHER,0,8561
UT,DUCHESNE,OTHER,OTHER,0,8561
UT,DUCHESNE,OTHER,OTHER,90,8561
UT,DUCHESNE,DONALD J TRUMP,REPUBLICAN,0,8561
UT,DUCHESNE,DONALD J TRUMP,REPUBLICAN,0,8561
UT,DUCHESNE,DONALD J TRUMP,REPUBLICAN,0,8561
UT,DUCHESNE,DONALD J TRUMP,REPUBLICAN,7512,8561
UT,EMERY,JOSEPH R BIDEN JR,DEMOCRAT,0,4898
UT,EMERY,JOSEPH R BIDEN JR,DEMOCRAT,0,4898
UT,EMERY,JOSEPH R BIDEN JR,DEMOCRAT,0,4898
UT,EMERY,JOSEPH R BIDEN JR,DEMOCRAT,572,4898
UT,EMERY,OTHER,GREEN,0,4898
UT,EMERY,OTHER,GREEN,0,4898
UT,EMERY,OTHER,GREEN,0,4898
UT,EMERY,OTHER,GREEN,8,4898
UT,EMERY,JO JORGENSEN,LIBERTARIAN,0,4898
UT,EMERY,JO JORGENSEN,LIBERTARIAN,0,4898
UT,EMERY,JO JORGENSEN,LIBERTARIAN,0,4898
UT,EMERY,JO JORGENSEN,LIBERTARIAN,47,4898
UT,EMERY,OTHER,OTHER,0,4898
UT,EMERY,OTHER,OTHER,0,4898
UT,EMERY,OTHER,OTHER,0,4898
UT,EMERY,OTHER,OTHER,64,4898
UT,EMERY,DONALD J TRUMP,REPUBLICAN,0,4898
UT,EMERY,DONALD J TRUMP,REPUBLICAN,0,4898
UT,EMERY,DONALD J TRUMP,REPUBLICAN,0,4898
UT,EMERY,DONALD J TRUMP,REPUBLICAN,4207,4898
UT,GARFIELD,JOSEPH R BIDEN JR,DEMOCRAT,0,2732
UT,GARFIELD,JOSEPH R BIDEN JR,DEMOCRAT,0,2732
UT,GARFIELD,JOSEPH R BIDEN JR,DEMOCRAT,0,2732
UT,GARFIELD,JOSEPH R BIDEN JR,DEMOCRAT,514,2732
UT,GARFIELD,OTHER,GREEN,0,2732
UT,GARFIELD,OTHER,GREEN,0,2732
UT,GARFIELD,OTHER,GREEN,0,2732
UT,GARFIELD,OTHER,GREEN,11,2732
UT,GARFIELD,JO JORGENSEN,LIBERTARIAN,0,2732
UT,GARFIELD,JO JORGENSEN,LIBERTARIAN,0,2732
UT,GARFIELD,JO JORGENSEN,LIBERTARIAN,0,2732
UT,GARFIELD,JO JORGENSEN,LIBERTARIAN,37,2732
UT,GARFIELD,OTHER,OTHER,0,2732
UT,GARFIELD,OTHER,OTHER,0,2732
UT,GARFIELD,OTHER,OTHER,0,2732
UT,GARFIELD,OTHER,OTHER,12,2732
UT,GARFIELD,DONALD J TRUMP,REPUBLICAN,0,2732
UT,GARFIELD,DONALD J TRUMP,REPUBLICAN,0,2732
UT,GARFIELD,DONALD J TRUMP,REPUBLICAN,0,2732
UT,GARFIELD,DONALD J TRUMP,REPUBLICAN,2158,2732
UT,GRAND,JOSEPH R BIDEN JR,DEMOCRAT,0,5185
UT,GRAND,JOSEPH R BIDEN JR,DEMOCRAT,0,5185
UT,GRAND,JOSEPH R BIDEN JR,DEMOCRAT,0,5185
UT,GRAND,JOSEPH R BIDEN JR,DEMOCRAT,2806,5185
UT,GRAND,OTHER,GREEN,0,5185
UT,GRAND,OTHER,GREEN,0,5185
UT,GRAND,OTHER,GREEN,0,5185
UT,GRAND,OTHER,GREEN,23,5185
UT,GRAND,JO JORGENSEN,LIBERTARIAN,0,5185
UT,GRAND,JO JORGENSEN,LIBERTARIAN,0,5185
UT,GRAND,JO JORGENSEN,LIBERTARIAN,0,5185
UT,GRAND,JO JORGENSEN,LIBERTARIAN,62,5185
UT,GRAND,OTHER,OTHER,0,5185
UT,GRAND,OTHER,OTHER,0,5185
UT,GRAND,OTHER,OTHER,0,5185
UT,GRAND,OTHER,OTHER,46,5185
UT,GRAND,DONALD J TRUMP,REPUBLICAN,0,5185
UT,GRAND,DONALD J TRUMP,REPUBLICAN,0,5185
UT,GRAND,DONALD J TRUMP,REPUBLICAN,0,5185
UT,GRAND,DONALD J TRUMP,REPUBLICAN,2248,5185
UT,IRON,JOSEPH R BIDEN JR,DEMOCRAT,0,25104
UT,IRON,JOSEPH R BIDEN JR,DEMOCRAT,0,25104
UT,IRON,JOSEPH R BIDEN JR,DEMOCRAT,0,25104
UT,IRON,JOSEPH R BIDEN JR,DEMOCRAT,4892,25104
UT,IRON,OTHER,GREEN,0,25104
UT,IRON,OTHER,GREEN,0,25104
UT,IRON,OTHER,GREEN,0,25104
UT,IRON,OTHER,GREEN,78,25104
UT,IRON,JO JORGENSEN,LIBERTARIAN,0,25104
UT,IRON,JO JORGENSEN,LIBERTARIAN,0,25104
UT,IRON,JO JORGENSEN,LIBERTARIAN,0,25104
UT,IRON,JO JORGENSEN,LIBERTARIAN,666,25104
UT,IRON,OTHER,OTHER,0,25104
UT,IRON,OTHER,OTHER,0,25104
UT,IRON,OTHER,OTHER,0,25104
UT,IRON,OTHER,OTHER,479,25104
UT,IRON,DONALD J TRUMP,REPUBLICAN,0,25104
UT,IRON,DONALD J TRUMP,REPUBLICAN,0,25104
UT,IRON,DONALD J TRUMP,REPUBLICAN,0,25104
UT,IRON,DONALD J TRUMP,REPUBLICAN,18989,25104
UT,JUAB,JOSEPH R BIDEN JR,DEMOCRAT,0,5865
UT,JUAB,JOSEPH R BIDEN JR,DEMOCRAT,0,5865
UT,JUAB,JOSEPH R BIDEN JR,DEMOCRAT,0,5865
UT,JUAB,JOSEPH R BIDEN JR,DEMOCRAT,645,5865
UT,JUAB,OTHER,GREEN,0,5865
UT,JUAB,OTHER,GREEN,0,5865
UT,JUAB,OTHER,GREEN,0,5865
UT,JUAB,OTHER,GREEN,5,5865
UT,JUAB,JO JORGENSEN,LIBERTARIAN,0,5865
UT,JUAB,JO JORGENSEN,LIBERTARIAN,0,5865
UT,JUAB,JO JORGENSEN,LIBERTARIAN,0,5865
UT,JUAB,JO JORGENSEN,LIBERTARIAN,91,5865
UT,JUAB,OTHER,OTHER,0,5865
UT,JUAB,OTHER,OTHER,0,5865
UT,JUAB,OTHER,OTHER,0,5865
UT,JUAB,OTHER,OTHER,37,5865
UT,JUAB,DONALD J TRUMP,REPUBLICAN,0,5865
UT,JUAB,DONALD J TRUMP,REPUBLICAN,0,5865
UT,JUAB,DONALD J TRUMP,REPUBLICAN,0,5865
UT,JUAB,DONALD J TRUMP,REPUBLICAN,5087,5865
UT,KANE,JOSEPH R BIDEN JR,DEMOCRAT,0,4180
UT,KANE,JOSEPH R BIDEN JR,DEMOCRAT,0,4180
UT,KANE,JOSEPH R BIDEN JR,DEMOCRAT,0,4180
UT,KANE,JOSEPH R BIDEN JR,DEMOCRAT,1083,4180
UT,KANE,OTHER,GREEN,0,4180
UT,KANE,OTHER,GREEN,0,4180
UT,KANE,OTHER,GREEN,0,4180
UT,KANE,OTHER,GREEN,8,4180
UT,KANE,JO JORGENSEN,LIBERTARIAN,0,4180
UT,KANE,JO JORGENSEN,LIBERTARIAN,0,4180
UT,KANE,JO JORGENSEN,LIBERTARIAN,0,4180
UT,KANE,JO JORGENSEN,LIBERTARIAN,51,4180
UT,KANE,OTHER,OTHER,0,4180
UT,KANE,OTHER,OTHER,0,4180
UT,KANE,OTHER,OTHER,0,4180
UT,KANE,OTHER,OTHER,40,4180
UT,KANE,DONALD J TRUMP,REPUBLICAN,0,4180
UT,KANE,DONALD J TRUMP,REPUBLICAN,0,4180
UT,KANE,DONALD J TRUMP,REPUBLICAN,0,4180
UT,KANE,DONALD J TRUMP,REPUBLICAN,2998,4180
UT,MILLARD,JOSEPH R BIDEN JR,DEMOCRAT,0,6190
UT,MILLARD,JOSEPH R BIDEN JR,DEMOCRAT,0,6190
UT,MILLARD,JOSEPH R BIDEN JR,DEMOCRAT,0,6190
UT,MILLARD,JOSEPH R BIDEN JR,DEMOCRAT,624,6190
UT,MILLARD,OTHER,GREEN,0,6190
UT,MILLARD,OTHER,GREEN,0,6190
UT,MILLARD,OTHER,GREEN,0,6190
UT,MILLARD,OTHER,GREEN,5,6190
UT,MILLARD,JO JORGENSEN,LIBERTARIAN,0,6190
UT,MILLARD,JO JORGENSEN,LIBERTARIAN,0,6190
UT,MILLARD,JO JORGENSEN,LIBERTARIAN,0,6190
UT,MILLARD,JO JORGENSEN,LIBERTARIAN,64,6190
UT,MILLARD,OTHER,OTHER,0,6190
UT,MILLARD,OTHER,OTHER,0,6190
UT,MILLARD,OTHER,OTHER,0,6190
UT,MILLARD,OTHER,OTHER,93,6190
UT,MILLARD,DONALD J TRUMP,REPUBLICAN,0,6190
UT,MILLARD,DONALD J TRUMP,REPUBLICAN,0,6190
UT,MILLARD,DONALD J TRUMP,REPUBLICAN,0,6190
UT,MILLARD,DONALD J TRUMP,REPUBLICAN,5404,6190
UT,MORGAN,JOSEPH R BIDEN JR,DEMOCRAT,0,6606
UT,MORGAN,JOSEPH R BIDEN JR,DEMOCRAT,0,6606
UT,MORGAN,JOSEPH R BIDEN JR,DEMOCRAT,0,6606
UT,MORGAN,JOSEPH R BIDEN JR,DEMOCRAT,1086,6606
UT,MORGAN,OTHER,GREEN,0,6606
UT,MORGAN,OTHER,GREEN,0,6606
UT,MORGAN,OTHER,GREEN,0,6606
UT,MORGAN,OTHER,GREEN,13,6606
UT,MORGAN,JO JORGENSEN,LIBERTARIAN,0,6606
UT,MORGAN,JO JORGENSEN,LIBERTARIAN,0,6606
UT,MORGAN,JO JORGENSEN,LIBERTARIAN,0,6606
UT,MORGAN,JO JORGENSEN,LIBERTARIAN,160,6606
UT,MORGAN,OTHER,OTHER,0,6606
UT,MORGAN,OTHER,OTHER,0,6606
UT,MORGAN,OTHER,OTHER,0,6606
UT,MORGAN,OTHER,OTHER,166,6606
UT,MORGAN,DONALD J TRUMP,REPUBLICAN,0,6606
UT,MORGAN,DONALD J TRUMP,REPUBLICAN,0,6606
UT,MORGAN,DONALD J TRUMP,REPUBLICAN,0,6606
UT,MORGAN,DONALD J TRUMP,REPUBLICAN,5181,6606
UT,PIUTE,JOSEPH R BIDEN JR,DEMOCRAT,0,871
UT,PIUTE,JOSEPH R BIDEN JR,DEMOCRAT,0,871
UT,PIUTE,JOSEPH R BIDEN JR,DEMOCRAT,0,871
UT,PIUTE,JOSEPH R BIDEN JR,DEMOCRAT,86,871
UT,PIUTE,OTHER,GREEN,0,871
UT,PIUTE,OTHER,GREEN,0,871
UT,PIUTE,OTHER,GREEN,0,871
UT,PIUTE,OTHER,GREEN,0,871
UT,PIUTE,JO JORGENSEN,LIBERTARIAN,0,871
UT,PIUTE,JO JORGENSEN,LIBERTARIAN,0,871
UT,PIUTE,JO JORGENSEN,LIBERTARIAN,0,871
UT,PIUTE,JO JORGENSEN,LIBERTARIAN,7,871
UT,PIUTE,OTHER,OTHER,0,871
UT,PIUTE,OTHER,OTHER,0,871
UT,PIUTE,OTHER,OTHER,0,871
UT,PIUTE,OTHER,OTHER,5,871
UT,PIUTE,DONALD J TRUMP,REPUBLICAN,0,871
UT,PIUTE,DONALD J TRUMP,REPUBLICAN,0,871
UT,PIUTE,DONALD J TRUMP,REPUBLICAN,0,871
UT,PIUTE,DONALD J TRUMP,REPUBLICAN,773,871
UT,RICH,JOSEPH R BIDEN JR,DEMOCRAT,0,1369
UT,RICH,JOSEPH R BIDEN JR,DEMOCRAT,0,1369
UT,RICH,JOSEPH R BIDEN JR,DEMOCRAT,0,1369
UT,RICH,JOSEPH R BIDEN JR,DEMOCRAT,180,1369
UT,RICH,OTHER,GREEN,0,1369
UT,RICH,OTHER,GREEN,0,1369
UT,RICH,OTHER,GREEN,0,1369
UT,RICH,OTHER,GREEN,2,1369
UT,RICH,JO JORGENSEN,LIBERTARIAN,0,1369
UT,RICH,JO JORGENSEN,LIBERTARIAN,0,1369
UT,RICH,JO JORGENSEN,LIBERTARIAN,0,1369
UT,RICH,JO JORGENSEN,LIBERTARIAN,14,1369
UT,RICH,OTHER,OTHER,0,1369
UT,RICH,OTHER,OTHER,0,1369
UT,RICH,OTHER,OTHER,0,1369
UT,RICH,OTHER,OTHER,16,1369
UT,RICH,DONALD J TRUMP,REPUBLICAN,0,1369
UT,RICH,DONALD J TRUMP,REPUBLICAN,0,1369
UT,RICH,DONALD J TRUMP,REPUBLICAN,0,1369
UT,RICH,DONALD J TRUMP,REPUBLICAN,1157,1369
UT,SALT LAKE,JOSEPH R BIDEN JR,DEMOCRAT,7625,546581
UT,SALT LAKE,JOSEPH R BIDEN JR,DEMOCRAT,10705,546581
UT,SALT LAKE,JOSEPH R BIDEN JR,DEMOCRAT,271576,546581
UT,SALT LAKE,OTHER,GREEN,39,546581
UT,SALT LAKE,OTHER,GREEN,138,546581
UT,SALT LAKE,OTHER,GREEN,2026,546581
UT,SALT LAKE,JO JORGENSEN,LIBERTARIAN,192,546581
UT,SALT LAKE,JO JORGENSEN,LIBERTARIAN,778,546581
UT,SALT LAKE,JO JORGENSEN,LIBERTARIAN,11249,546581
UT,SALT LAKE,OTHER,OTHER,178,546581
UT,SALT LAKE,OTHER,OTHER,655,546581
UT,SALT LAKE,OTHER,OTHER,11246,546581
UT,SALT LAKE,DONALD J TRUMP,REPUBLICAN,12970,546581
UT,SALT LAKE,DONALD J TRUMP,REPUBLICAN,18253,546581
UT,SALT LAKE,DONALD J TRUMP,REPUBLICAN,198951,546581
UT,SAN JUAN,JOSEPH R BIDEN JR,DEMOCRAT,0,6877
UT,SAN JUAN,JOSEPH R BIDEN JR,DEMOCRAT,0,6877
UT,SAN JUAN,JOSEPH R BIDEN JR,DEMOCRAT,0,6877
UT,SAN JUAN,JOSEPH R BIDEN JR,DEMOCRAT,3113,6877
UT,SAN JUAN,OTHER,GREEN,0,6877
UT,SAN JUAN,OTHER,GREEN,0,6877
UT,SAN JUAN,OTHER,GREEN,0,6877
UT,SAN JUAN,OTHER,GREEN,17,6877
UT,SAN JUAN,JO JORGENSEN,LIBERTARIAN,0,6877
UT,SAN JUAN,JO JORGENSEN,LIBERTARIAN,0,6877
UT,SAN JUAN,JO JORGENSEN,LIBERTARIAN,0,6877
UT,SAN JUAN,JO JORGENSEN,LIBERTARIAN,99,6877
UT,SAN JUAN,OTHER,OTHER,0,6877
UT,SAN JUAN,OTHER,OTHER,0,6877
UT,SAN JUAN,OTHER,OTHER,0,6877
UT,SAN JUAN,OTHER,OTHER,113,6877
UT,SAN JUAN,DONALD J TRUMP,REPUBLICAN,0,6877
UT,SAN JUAN,DONALD J TRUMP,REPUBLICAN,0,6877
UT,SAN JUAN,DONALD J TRUMP,REPUBLICAN,0,6877
UT,SAN JUAN,DONALD J TRUMP,REPUBLICAN,3535,6877
UT,SANPETE,JOSEPH R BIDEN JR,DEMOCRAT,0,12625
UT,SANPETE,JOSEPH R BIDEN JR,DEMOCRAT,0,12625
UT,SANPETE,JOSEPH R BIDEN JR,DEMOCRAT,0,12625
UT,SANPETE,JOSEPH R BIDEN JR,DEMOCRAT,1794,12625
UT,SANPETE,OTHER,GREEN,0,12625
UT,SANPETE,OTHER,GREEN,0,12625
UT,SANPETE,OTHER,GREEN,0,12625
UT,SANPETE,OTHER,GREEN,19,12625
UT,SANPETE,JO JORGENSEN,LIBERTARIAN,0,12625
UT,SANPETE,JO JORGENSEN,LIBERTARIAN,0,12625
UT,SANPETE,JO JORGENSEN,LIBERTARIAN,0,12625
UT,SANPETE,JO JORGENSEN,LIBERTARIAN,215,12625
UT,SANPETE,OTHER,OTHER,0,12625
UT,SANPETE,OTHER,OTHER,0,12625
UT,SANPETE,OTHER,OTHER,0,12625
UT,SANPETE,OTHER,OTHER,138,12625
UT,SANPETE,DONALD J TRUMP,REPUBLICAN,0,12625
UT,SANPETE,DONALD J TRUMP,REPUBLICAN,0,12625
UT,SANPETE,DONALD J TRUMP,REPUBLICAN,0,12625
UT,SANPETE,DONALD J TRUMP,REPUBLICAN,10459,12625
UT,SEVIER,JOSEPH R BIDEN JR,DEMOCRAT,0,10362
UT,SEVIER,JOSEPH R BIDEN JR,DEMOCRAT,0,10362
UT,SEVIER,JOSEPH R BIDEN JR,DEMOCRAT,0,10362
UT,SEVIER,JOSEPH R BIDEN JR,DEMOCRAT,1084,10362
UT,SEVIER,OTHER,GREEN,0,10362
UT,SEVIER,OTHER,GREEN,0,10362
UT,SEVIER,OTHER,GREEN,0,10362
UT,SEVIER,OTHER,GREEN,14,10362
UT,SEVIER,JO JORGENSEN,LIBERTARIAN,0,10362
UT,SEVIER,JO JORGENSEN,LIBERTARIAN,0,10362
UT,SEVIER,JO JORGENSEN,LIBERTARIAN,0,10362
UT,SEVIER,JO JORGENSEN,LIBERTARIAN,133,10362
UT,SEVIER,OTHER,OTHER,0,10362
UT,SEVIER,OTHER,OTHER,0,10362
UT,SEVIER,OTHER,OTHER,0,10362
UT,SEVIER,OTHER,OTHER,79,10362
UT,SEVIER,DONALD J TRUMP,REPUBLICAN,0,10362
UT,SEVIER,DONALD J TRUMP,REPUBLICAN,0,10362
UT,SEVIER,DONALD J TRUMP,REPUBLICAN,0,10362
UT,SEVIER,DONALD J TRUMP,REPUBLICAN,9052,10362
UT,SUMMIT,JOSEPH R BIDEN JR,DEMOCRAT,0,26086
UT,SUMMIT,JOSEPH R BIDEN JR,DEMOCRAT,0,26086
UT,SUMMIT,JOSEPH R BIDEN JR,DEMOCRAT,0,26086
UT,SUMMIT,JOSEPH R BIDEN JR,DEMOCRAT,15244,26086
UT,SUMMIT,OTHER,GREEN,0,26086
UT,SUMMIT,OTHER,GREEN,0,26086
UT,SUMMIT,OTHER,GREEN,0,26086
UT,SUMMIT,OTHER,GREEN,65,26086
UT,SUMMIT,JO JORGENSEN,LIBERTARIAN,0,26086
UT,SUMMIT,JO JORGENSEN,LIBERTARIAN,0,26086
UT,SUMMIT,JO JORGENSEN,LIBERTARIAN,0,26086
UT,SUMMIT,JO JORGENSEN,LIBERTARIAN,367,26086
UT,SUMMIT,OTHER,OTHER,0,26086
UT,SUMMIT,OTHER,OTHER,0,26086
UT,SUMMIT,OTHER,OTHER,0,26086
UT,SUMMIT,OTHER,OTHER,158,26086
UT,SUMMIT,DONALD J TRUMP,REPUBLICAN,0,26086
UT,SUMMIT,DONALD J TRUMP,REPUBLICAN,0,26086
UT,SUMMIT,DONALD J TRUMP,REPUBLICAN,0,26086
UT,SUMMIT,DONALD J TRUMP,REPUBLICAN,10252,26086
UT,TOOELE,JOSEPH R BIDEN JR,DEMOCRAT,0,31506
UT,TOOELE,JOSEPH R BIDEN JR,DEMOCRAT,0,31506
UT,TOOELE,JOSEPH R BIDEN JR,DEMOCRAT,0,31506
UT,TOOELE,JOSEPH R BIDEN JR,DEMOCRAT,8943,31506
UT,TOOELE,OTHER,GREEN,0,31506
UT,TOOELE,OTHER,GREEN,0,31506
UT,TOOELE,OTHER,GREEN,0,31506
UT,TOOELE,OTHER,GREEN,81,31506
UT,TOOELE,JO JORGENSEN,LIBERTARIAN,0,31506
UT,TOOELE,JO JORGENSEN,LIBERTARIAN,0,31506
UT,TOOELE,JO JORGENSEN,LIBERTARIAN,0,31506
UT,TOOELE,JO JORGENSEN,LIBERTARIAN,958,31506
UT,TOOELE,OTHER,OTHER,0,31506
UT,TOOELE,OTHER,OTHER,0,31506
UT,TOOELE,OTHER,OTHER,0,31506
UT,TOOELE,OTHER,OTHER,510,31506
UT,TOOELE,DONALD J TRUMP,REPUBLICAN,0,31506
UT,TOOELE,DONALD J TRUMP,REPUBLICAN,0,31506
UT,TOOELE,DONALD J TRUMP,REPUBLICAN,0,31506
UT,TOOELE,DONALD J TRUMP,REPUBLICAN,21014,31506
UT,UINTAH,JOSEPH R BIDEN JR,DEMOCRAT,0,15303
UT,UINTAH,JOSEPH R BIDEN JR,DEMOCRAT,0,15303
UT,UINTAH,JOSEPH R BIDEN JR,DEMOCRAT,0,15303
UT,UINTAH,JOSEPH R BIDEN JR,DEMOCRAT,1663,15303
UT,UINTAH,OTHER,GREEN,0,15303
UT,UINTAH,OTHER,GREEN,0,15303
UT,UINTAH,OTHER,GREEN,0,15303
UT,UINTAH,OTHER,GREEN,29,15303
UT,UINTAH,JO JORGENSEN,LIBERTARIAN,0,15303
UT,UINTAH,JO JORGENSEN,LIBERTARIAN,0,15303
UT,UINTAH,JO JORGENSEN,LIBERTARIAN,0,15303
UT,UINTAH,JO JORGENSEN,LIBERTARIAN,226,15303
UT,UINTAH,OTHER,OTHER,0,15303
UT,UINTAH,OTHER,OTHER,0,15303
UT,UINTAH,OTHER,OTHER,0,15303
UT,UINTAH,OTHER,OTHER,124,15303
UT,UINTAH,DONALD J TRUMP,REPUBLICAN,0,15303
UT,UINTAH,DONALD J TRUMP,REPUBLICAN,0,15303
UT,UINTAH,DONALD J TRUMP,REPUBLICAN,0,15303
UT,UINTAH,DONALD J TRUMP,REPUBLICAN,13261,15303
UT,UTAH,JOSEPH R BIDEN JR,DEMOCRAT,0,284286
UT,UTAH,JOSEPH R BIDEN JR,DEMOCRAT,0,284286
UT,UTAH,JOSEPH R BIDEN JR,DEMOCRAT,0,284286
UT,UTAH,JOSEPH R BIDEN JR,DEMOCRAT,76033,284286
UT,UTAH,OTHER,GREEN,0,284286
UT,UTAH,OTHER,GREEN,0,284286
UT,UTAH,OTHER,GREEN,0,284286
UT,UTAH,OTHER,GREEN,853,284286
UT,UTAH,JO JORGENSEN,LIBERTARIAN,0,284286
UT,UTAH,JO JORGENSEN,LIBERTARIAN,0,284286
UT,UTAH,JO JORGENSEN,LIBERTARIAN,0,284286
UT,UTAH,JO JORGENSEN,LIBERTARIAN,10377,284286
UT,UTAH,OTHER,OTHER,0,284286
UT,UTAH,OTHER,OTHER,0,284286
UT,UTAH,OTHER,OTHER,0,284286
UT,UTAH,OTHER,OTHER,4211,284286
UT,UTAH,DONALD J TRUMP,REPUBLICAN,0,284286
